F3,F4,P7,FC6,F7,F8,T7,P8,FC5,AF4,T8,O2,O1,AF3
2,-3,67,24,-48,7,0,36,-4,21,67,34,60,29
-3,-15,67,11,-45,0,0,23,-3,17,61,16,56,30
0,-11,73,1,-43,-4,-15,13,-1,25,50,-3,59,28
0,-21,69,-3,-42,-17,-33,5,0,15,41,9,58,20
-4,-19,82,-4,-27,-18,-26,6,7,7,47,32,64,18
-6,-11,94,-3,-10,-7,-5,6,23,14,55,27,69,25
-6,-11,94,-3,-10,-7,-5,6,23,14,55,27,69,25
-5,-13,76,6,-6,-3,-1,2,28,20,51,16,62,31
9,3,68,19,-5,9,3,10,30,28,51,24,57,43
36,19,95,35,13,43,29,16,49,62,68,35,62,71
41,37,90,48,39,65,33,7,65,109,65,28,68,99
30,43,61,53,52,84,-8,-7,57,153,42,8,62,124
43,50,72,69,53,120,-45,0,62,209,43,14,61,166
43,50,72,69,53,120,-45,0,62,209,43,14,61,166
81,91,86,105,87,168,-40,19,88,289,67,35,70,229
99,116,67,135,126,209,-25,17,105,355,77,28,67,279
91,115,50,133,116,206,-35,-19,107,374,50,-1,57,288
92,110,51,112,111,186,-27,-59,114,374,10,-20,60,293
101,111,39,110,133,185,-1,-65,125,380,9,-32,59,304
101,111,39,110,133,185,-1,-65,125,380,9,-32,59,304
97,122,23,117,121,189,-7,-47,120,383,28,-36,53,297
90,109,24,106,99,180,-18,-39,101,367,12,-20,54,281
91,99,34,99,92,173,-2,-33,92,356,10,-1,63,267
89,102,43,104,74,164,-1,-23,90,339,57,3,77,248
74,88,41,101,58,143,-40,-27,76,290,72,-2,72,219
60,86,45,84,50,130,-67,-24,64,252,51,5,67,193
60,76,54,77,38,117,-60,-1,64,228,62,18,81,174
60,76,54,77,38,117,-60,-1,64,228,62,18,81,174
63,60,51,84,26,98,-52,5,62,192,76,29,81,158
53,60,48,75,11,75,-59,1,54,153,52,31,69,132
35,37,58,50,-4,51,-58,-2,51,116,34,14,67,101
15,6,63,30,-2,28,-39,-23,44,79,31,-6,65,76
1,-7,63,20,0,10,-28,-44,39,45,29,-5,58,56
-1,-2,61,5,-17,-5,-24,-40,36,27,29,1,63,44
-1,-2,61,5,-17,-5,-24,-40,36,27,29,1,63,44
1,-2,55,-17,-35,-28,-18,-33,22,15,20,-2,78,34
-10,-17,58,-22,-46,-43,-16,-26,8,-7,15,13,86,14
-33,-22,56,-36,-68,-60,-22,-22,-11,-33,18,23,79,-13
-41,-35,39,-60,-87,-81,-25,-32,-32,-47,6,6,65,-28
-24,-34,27,-55,-79,-81,-21,-40,-22,-46,-7,-10,60,-18
-6,-1,35,-36,-62,-68,-31,-36,4,-39,9,0,66,-2
-10,7,49,-27,-53,-58,-48,-19,18,-37,35,19,76,6
-29,-2,51,-14,-52,-43,-52,-4,12,-36,43,22,83,-2
-29,-2,51,-14,-52,-43,-52,-4,12,-36,43,22,83,-2
-36,-11,52,0,-53,-31,-44,1,7,-39,43,22,85,-15
-28,-14,61,-1,-45,-34,-26,4,20,-47,38,31,92,-12
-28,-6,65,-13,-43,-48,-6,1,22,-50,27,30,94,-9
-37,-18,60,-19,-47,-47,5,-6,4,-51,29,30,90,-15
-36,-15,56,-8,-50,-32,6,13,0,-46,38,49,96,-12
-36,-15,56,-8,-50,-32,6,13,0,-46,38,49,96,-12
-29,-4,58,0,-50,-37,-3,24,11,-46,32,53,99,-3
-25,-10,59,-17,-59,-63,-24,0,7,-53,21,44,96,-11
-18,-7,60,-27,-65,-66,-34,6,0,-56,23,57,100,-20
-23,-18,61,-23,-67,-58,-32,33,-4,-67,21,61,98,-24
-38,-28,63,-32,-76,-66,-32,14,-16,-83,2,37,93,-38
-38,-14,62,-39,-73,-72,-15,-9,-18,-85,-1,27,100,-40
-28,-15,53,-32,-69,-68,12,2,-9,-79,6,32,93,-28
-28,-15,53,-32,-69,-68,12,2,-9,-79,6,32,93,-28
-21,-11,40,-28,-68,-57,1,-3,-5,-69,-6,21,75,-17
-4,18,44,-2,-46,-31,-28,-7,5,-42,7,29,81,5
13,42,57,30,-29,-16,-39,24,14,-19,46,61,84,17
-3,19,59,15,-29,-32,-38,33,10,-37,50,61,66,6
-29,-23,59,-19,-25,-51,-27,8,9,-63,28,36,45,-2
-33,-25,63,-32,-27,-61,-13,-2,-2,-59,11,27,33,-12
-33,-25,63,-32,-27,-61,-13,-2,-2,-59,11,27,33,-12
-35,-34,65,-39,-43,-62,9,7,-18,-60,1,31,20,-28
-54,-60,60,-49,-51,-65,22,0,-20,-85,-3,19,2,-37
-70,-61,55,-46,-39,-67,13,-4,-12,-90,9,15,-9,-35
-43,-46,62,-12,-16,-43,18,21,10,-55,33,40,-7,-9
-8,-23,78,12,-1,-7,19,38,23,-25,52,65,5,18
-11,-21,85,14,4,-1,-15,38,17,-24,55,68,4,17
-11,-21,85,14,4,-1,-15,38,17,-24,55,68,4,17
-34,-32,88,8,0,-15,-40,30,3,-31,42,55,0,4
-46,-38,86,-5,-17,-32,-46,13,0,-45,18,29,0,-4
-37,-51,72,-23,-35,-50,-59,-4,1,-63,-4,11,-1,-12
-25,-49,57,-40,-38,-69,-60,-10,-6,-62,-14,11,-1,-10
-22,-50,58,-43,-34,-70,-29,1,-3,-63,-8,24,-2,-1
-22,-50,58,-43,-34,-70,-29,1,-3,-63,-8,24,-2,-1
-31,-58,65,-22,-30,-47,-4,19,7,-67,13,41,0,-5
-44,-47,60,-1,-32,-28,3,25,7,-51,25,50,4,-8
-31,-33,62,1,-48,-27,5,18,0,-36,22,49,11,-2
-2,-6,77,11,-58,-17,11,24,-2,-27,25,55,23,3
5,0,78,29,-59,-5,2,43,-6,-20,41,73,36,5
5,0,78,29,-59,-5,2,43,-6,-20,41,73,36,5
-15,-30,70,15,-64,-19,-26,34,-11,-33,44,68,26,1
-31,-45,60,-9,-55,-35,-40,5,-6,-50,22,40,1,-7
-29,-51,43,-12,-28,-38,-42,-9,4,-47,0,25,-11,2
-6,-26,35,5,-9,-28,-49,-7,15,-29,5,25,-6,31
22,9,47,30,3,-4,-41,0,33,-8,20,29,-2,49
13,-4,53,31,0,-5,-16,0,41,-5,11,31,-4,40
-14,-35,49,2,-24,-34,-5,-2,19,-20,-6,27,-2,11
-14,-35,49,2,-24,-34,-5,-2,19,-20,-6,27,-2,11
-13,-43,57,-5,-26,-41,4,-1,3,-31,2,23,-2,8
14,-1,63,20,-12,-14,21,24,19,-16,36,42,10,42
26,34,62,40,-18,3,31,51,22,-2,64,68,29,53
14,11,67,32,-30,-6,30,45,-1,-11,67,70,33,34
-2,-14,68,7,-28,-29,29,27,-15,-26,49,53,26,18
-2,-25,67,-5,-28,-33,32,12,-19,-38,29,39,27,9
0,-19,66,6,-34,-17,6,2,-21,-36,16,29,29,4
0,-19,66,6,-34,-17,6,2,-21,-36,16,29,29,4
-2,2,63,20,-21,-6,-31,10,-13,-21,20,26,27,21
1,12,71,42,7,15,-27,31,3,-12,49,44,30,36
4,17,82,62,23,29,-5,36,15,-14,65,68,39,33
-1,-3,74,43,19,8,-6,19,16,-25,40,58,45,32
-7,-22,56,6,2,-25,-10,0,1,-34,9,29,40,25
-3,-8,54,4,-13,-25,6,-10,-11,-36,10,17,29,20
-3,-8,54,4,-13,-25,6,-10,-11,-36,10,17,29,20
3,2,62,27,-16,-9,26,-3,-6,-34,23,31,24,24
-3,3,62,25,-11,-12,32,19,-6,-29,24,48,36,22
-6,-5,63,13,-10,-11,32,25,-12,-21,28,45,47,23
9,1,65,16,-10,-2,42,15,-10,-11,31,38,40,29
25,21,61,25,-14,1,59,18,-14,-10,34,47,40,29
22,24,69,41,-11,6,59,37,-23,-5,55,66,56,29
22,24,69,41,-11,6,59,37,-23,-5,55,66,56,29
7,28,80,48,-10,14,32,40,-31,8,70,75,62,29
-3,14,73,39,-16,13,-2,29,-30,-1,57,69,58,22
-6,-3,70,40,-4,11,-1,34,-14,-9,52,64,59,24
-1,3,76,46,18,10,22,28,2,2,54,57,55,29
-2,-14,66,34,15,-1,29,8,3,-8,37,52,43,21
-23,-23,52,21,-2,-11,32,5,-2,-25,26,50,36,7
-23,-23,52,21,-2,-11,32,5,-2,-25,26,50,36,7
-34,-12,53,19,0,-6,50,21,-7,-23,35,49,39,4
-16,-6,69,20,4,0,71,27,-11,-23,38,49,49,18
0,-4,73,14,0,-16,77,21,-6,-21,22,53,66,25
-3,-5,72,9,-2,-30,73,24,-5,-16,11,60,72,18
6,11,71,17,-4,-22,65,26,-18,-17,15,60,68,18
6,11,71,17,-4,-22,65,26,-18,-17,15,60,68,18
26,32,73,30,-13,-6,52,31,-12,-13,28,67,79,32
36,39,80,32,-17,-1,28,36,7,1,36,72,82,49
30,47,74,35,-17,8,-1,29,5,9,33,63,71,55
33,46,66,56,-11,26,0,24,5,16,31,61,75,60
55,52,79,60,0,30,24,23,30,33,31,65,90,68
58,55,82,39,5,14,32,8,35,35,17,55,87,73
58,55,82,39,5,14,32,8,35,35,17,55,87,73
35,35,68,26,-2,-7,26,-6,18,13,8,43,68,59
23,34,67,24,-11,-8,16,-1,14,6,19,52,63,48
34,43,80,37,-2,7,11,10,23,18,34,59,71,58
35,54,74,50,-4,10,12,10,20,23,31,40,68,65
27,51,68,30,-25,-3,9,2,6,11,29,22,60,51
26,31,80,11,-34,-9,7,13,3,-3,35,38,72,36
26,31,80,11,-34,-9,7,13,3,-3,35,38,72,36
27,45,91,36,-26,12,13,48,11,8,48,75,99,41
28,60,95,74,-24,49,11,74,13,26,84,101,115,45
29,54,93,81,-32,58,-7,69,3,22,101,104,120,30
22,49,85,60,-36,32,-11,45,-5,9,64,85,108,25
10,35,72,36,-30,5,-4,24,-1,-6,31,65,93,33
4,31,58,22,-16,-3,3,23,3,-17,28,57,90,23
4,31,58,22,-16,-3,3,23,3,-17,28,57,90,23
16,35,63,29,3,-2,27,32,16,-5,36,61,90,22
33,51,79,40,26,6,33,39,33,20,50,73,91,53
36,59,79,29,26,-1,11,33,31,15,43,63,93,60
31,33,64,3,3,-22,-4,13,21,-7,15,35,83,37
31,31,60,-10,-5,-31,-5,11,27,0,11,35,89,34
35,44,70,4,-5,-20,4,33,32,3,33,65,112,44
27,38,65,6,-24,-23,2,35,7,-21,31,72,106,31
27,38,65,6,-24,-23,2,35,7,-21,31,72,106,31
19,37,51,-10,-49,-51,-23,22,-16,-26,11,61,93,14
32,36,60,-9,-55,-53,-38,27,-3,-10,14,63,103,26
27,32,74,1,-48,-32,-21,33,13,-13,30,64,107,33
3,18,68,2,-39,-24,4,29,7,-23,33,62,96,19
9,13,53,10,-27,-19,20,31,5,-10,31,66,94,14
27,38,50,24,-13,-5,34,34,23,4,28,63,94,26
27,38,50,24,-13,-5,34,34,23,4,28,63,94,26
18,43,57,26,-11,3,48,25,40,2,13,49,89,30
1,30,52,17,-30,-4,50,10,22,3,-3,35,91,20
1,29,35,18,-33,-7,34,4,-5,9,-3,35,89,19
18,50,35,37,-8,6,11,18,7,23,11,52,87,32
48,91,50,63,6,33,-5,44,28,53,35,76,94,50
70,103,56,78,3,49,-2,61,19,68,49,90,98,65
70,103,56,78,3,49,-2,61,19,68,49,90,98,65
60,81,55,61,-9,28,19,54,4,47,41,79,95,55
21,42,47,23,-39,-5,33,33,-12,6,15,57,94,17
0,27,34,15,-66,-12,36,24,-31,-13,4,53,92,-3
14,54,41,27,-63,-2,56,28,-28,11,10,63,89,9
14,44,61,17,-47,0,76,28,-21,18,8,55,100,11
14,44,61,17,-47,0,76,28,-21,18,8,55,100,11
-6,23,63,13,-43,2,68,28,-22,6,13,47,109,-2
-8,33,54,30,-33,6,45,35,-11,7,27,56,103,0
1,32,55,24,-6,1,36,33,9,7,17,59,91,14
-3,29,43,3,13,-9,43,22,15,-1,-7,43,87,15
-2,26,30,5,13,-18,54,20,18,-4,-1,36,90,9
-1,18,36,5,3,-27,60,26,15,-15,11,39,91,5
-1,18,36,5,3,-27,60,26,15,-15,11,39,91,5
-18,10,46,-12,-4,-33,67,29,5,-26,0,36,91,0
-23,13,54,-9,-1,-33,73,31,7,-17,5,47,92,2
-4,33,57,-1,-3,-36,53,29,9,-12,18,55,96,6
-4,25,53,-19,-14,-46,26,18,0,-29,7,39,93,3
-19,12,49,-29,-19,-56,20,20,-6,-33,-4,40,91,-5
-16,26,55,-17,-9,-55,30,27,1,-15,11,64,96,2
-16,26,55,-17,-9,-55,30,27,1,-15,11,64,96,2
3,35,64,-5,-3,-42,36,35,7,-6,31,72,84,22
9,40,62,-7,-5,-23,31,51,3,1,32,63,65,27
7,28,58,1,-6,-10,33,53,1,11,33,63,52,26
2,8,59,24,0,4,58,47,3,18,35,64,30,28
-18,5,61,32,2,16,66,42,-1,16,32,48,5,22
-24,1,58,39,4,26,40,40,11,14,36,42,-5,16
-24,1,58,39,4,26,40,40,11,14,36,42,-5,16
-1,16,58,54,18,32,25,42,30,31,39,59,-1,27
3,12,59,46,27,18,17,41,24,34,21,55,-3,33
-19,-23,63,18,23,2,3,30,16,18,1,29,-12,28
-19,-24,71,18,18,6,6,26,18,17,7,41,2,29
0,-11,77,31,14,8,25,36,9,25,22,67,22,30
-3,0,77,24,0,5,43,45,-1,30,27,62,16,22
-3,0,77,24,0,5,43,45,-1,30,27,62,16,22
-4,7,74,35,-14,21,58,52,-3,37,35,64,14,25
2,1,67,62,-12,44,61,43,-14,46,41,66,24,31
-16,6,49,57,-15,37,54,24,-21,40,28,39,9,20
-25,-1,38,35,-14,9,63,27,-2,19,14,26,-9,8
-7,-7,43,30,14,8,64,28,16,16,19,37,-1,21
7,-3,43,36,41,27,32,8,24,31,19,28,2,37
7,-3,43,36,41,27,32,8,24,31,19,28,2,37
2,-7,39,35,36,23,10,-7,31,23,13,12,-4,32
-2,-8,47,26,28,6,21,-4,31,12,12,16,2,28
8,-13,63,16,34,7,41,4,24,20,12,30,7,33
-6,-26,55,3,9,-5,42,1,6,8,1,32,1,12
-33,-48,38,-13,-19,-36,46,-7,-11,-24,-9,21,-1,-18
-25,-50,46,-12,-11,-34,69,-2,-3,-16,-4,22,15,-1
-25,-50,46,-12,-11,-34,69,-2,-3,-16,-4,22,15,-1
2,-15,61,0,2,-16,64,4,11,13,-3,30,28,27
4,-4,60,-2,-4,-23,27,-2,9,9,-2,29,24,15
-4,-13,54,-7,-9,-36,12,4,-1,-3,10,38,23,3
1,-4,59,11,-5,-23,23,26,-2,10,25,58,36,16
7,3,64,35,1,3,32,41,6,19,46,74,40,33
7,3,64,35,1,3,32,41,6,19,46,74,40,33
9,5,64,37,3,9,47,37,9,14,57,81,43,40
9,-4,58,22,2,-4,68,17,3,1,34,70,46,34
3,-19,45,5,-7,-16,68,-6,-5,-17,-3,35,34,19
-4,-20,45,2,-10,-12,53,-10,-2,-25,-9,20,29,12
4,-13,60,27,12,12,45,8,15,-11,16,48,40,27
11,9,62,55,27,35,39,15,29,8,36,61,44,41
8,15,48,59,15,37,31,4,31,7,30,46,41,39
8,15,48,59,15,37,31,4,31,7,30,46,41,39
15,6,43,44,2,28,26,-7,27,-5,11,43,42,30
20,6,46,28,0,21,38,-5,16,-9,2,55,51,24
17,-1,52,39,9,30,67,8,13,-7,17,62,56,31
23,13,58,62,26,43,93,15,21,2,32,63,60,39
25,27,64,62,34,40,115,8,24,5,26,66,64,35
17,14,62,50,26,27,120,-1,15,-1,12,61,62,27
17,14,62,50,26,27,120,-1,15,-1,12,61,62,27
20,15,53,52,29,43,93,2,16,4,16,55,58,33
22,11,53,68,41,63,62,11,33,11,33,61,58,44
7,1,45,66,38,44,55,14,30,6,28,69,55,32
-5,-16,32,42,28,22,63,5,7,-13,4,52,39,11
0,-30,36,26,27,24,75,-5,3,-28,-7,34,33,10
0,-30,36,26,27,24,75,-5,3,-28,-7,34,33,10
15,-5,55,39,47,36,99,7,23,-14,1,46,52,25
21,8,65,60,65,43,125,26,32,-2,7,66,65,33
13,-3,59,55,60,33,136,19,24,-17,-1,54,59,26
19,-5,51,38,54,22,143,2,24,-22,-13,36,54,26
37,13,57,38,58,27,154,-3,30,-3,-19,34,62,36
40,29,57,34,47,27,152,3,19,6,-16,31,67,33
40,29,57,34,47,27,152,3,19,6,-16,31,67,33
26,9,42,29,30,19,135,18,7,-11,-8,40,59,28
13,-2,39,45,30,29,111,34,5,-17,4,59,55,27
15,7,54,47,28,32,88,36,-9,-11,0,60,73,17
29,11,58,34,21,20,95,30,-12,-9,-16,59,88,20
35,35,57,44,27,23,135,26,5,1,-19,61,86,40
34,40,63,54,36,31,157,22,11,7,-12,46,73,43
34,40,63,54,36,31,157,22,11,7,-12,46,73,43
32,18,58,36,35,27,163,21,5,-9,-10,34,66,28
28,13,53,29,31,27,178,30,3,-20,-9,51,80,26
35,23,58,40,35,30,178,36,5,-4,-8,65,88,37
43,37,56,35,45,26,147,29,5,12,-22,52,79,37
37,31,55,28,49,21,122,20,6,4,-32,41,78,30
37,31,55,28,49,21,122,20,6,4,-32,41,78,30
40,31,57,41,46,32,119,31,4,2,-17,59,93,33
58,53,44,61,41,50,119,41,5,22,-7,67,95,46
65,57,33,65,41,43,115,30,7,27,-23,44,88,56
60,69,44,58,51,30,125,24,7,27,-41,41,92,54
61,74,48,64,60,48,149,31,21,35,-34,65,90,61
60,53,49,74,61,63,141,38,34,29,-24,68,90,59
60,53,49,74,61,63,141,38,34,29,-24,68,90,59
52,38,52,63,59,42,101,32,28,8,-33,48,93,37
54,33,48,45,62,25,80,17,23,8,-52,36,89,36
58,55,40,46,63,33,78,12,29,32,-68,28,86,62
67,71,35,52,65,36,82,18,32,31,-69,28,90,68
68,51,38,55,63,32,101,26,26,9,-65,44,86,44
41,29,40,45,50,22,116,30,17,-5,-66,56,85,19
41,29,40,45,50,22,116,30,17,-5,-66,56,85,19
26,19,44,37,49,24,126,35,20,-5,-63,59,103,26
51,42,44,50,63,44,144,43,33,13,-48,62,111,50
66,63,38,66,61,55,148,48,35,27,-42,62,95,53
43,50,31,65,50,51,123,51,29,19,-50,63,90,36
28,42,29,62,54,54,97,45,30,11,-57,57,98,29
28,42,29,62,54,54,97,45,30,11,-57,57,98,29
32,39,35,68,56,64,88,35,31,11,-56,40,93,35
33,51,32,66,37,64,82,34,30,12,-60,40,88,35
34,62,30,63,27,55,86,36,23,15,-64,45,91,29
34,47,35,59,31,41,109,36,11,13,-59,39,88,27
22,34,34,40,28,28,122,38,8,4,-65,44,84,19
21,28,28,25,23,25,107,40,22,1,-79,51,81,14
21,28,28,25,23,25,107,40,22,1,-79,51,81,14
46,48,26,30,27,19,84,31,32,10,-80,45,84,27
52,61,29,26,24,5,68,34,28,6,-76,51,92,35
30,30,34,8,9,-7,60,52,15,-13,-85,65,94,15
18,21,35,7,-5,-15,68,56,-2,-23,-95,57,91,-4
30,39,25,23,-3,-8,87,43,-4,-15,-93,52,89,9
50,64,17,41,11,16,101,32,19,14,-95,54,78,40
50,64,17,41,11,16,101,32,19,14,-95,54,78,40
65,79,17,53,26,32,120,28,43,33,-97,39,66,56
67,68,11,62,47,36,138,30,56,34,-89,28,65,60
63,65,6,57,61,38,131,40,56,35,-86,37,65,59
62,62,20,42,60,36,113,47,57,32,-87,52,73,56
60,55,34,43,53,29,106,43,62,28,-86,53,89,57
60,55,34,43,53,29,106,43,62,28,-86,53,89,57
61,60,30,52,46,28,99,36,50,27,-85,44,89,48
61,58,28,56,35,41,93,34,41,31,-85,37,70,39
55,57,23,53,22,44,101,30,42,32,-92,30,64,39
50,55,22,55,21,35,123,27,40,31,-94,31,77,38
55,62,31,59,21,42,131,34,43,29,-78,39,79,32
52,72,25,61,9,61,113,41,49,35,-61,39,76,32
52,72,25,61,9,61,113,41,49,35,-61,39,76,32
38,54,11,64,3,65,90,38,40,36,-60,36,83,33
36,52,17,69,6,61,71,28,22,38,-68,29,88,35
57,67,31,75,10,64,64,32,32,53,-67,34,89,54
63,65,31,78,8,68,75,56,53,50,-54,53,89,63
39,53,27,62,1,58,78,59,43,27,-58,54,81,44
21,29,28,39,1,41,55,41,28,11,-77,39,64,29
26,30,24,38,9,31,40,46,37,17,-79,40,55,27
26,30,24,38,9,31,40,46,37,17,-79,40,55,27
37,48,25,45,12,32,55,58,52,29,-70,50,57,30
41,51,40,42,5,37,65,60,44,28,-63,55,52,34
31,42,47,28,-1,35,58,69,29,25,-56,58,37,25
28,24,53,31,1,36,60,86,32,26,-43,62,20,19
46,36,64,54,5,51,82,96,44,38,-29,78,9,40
63,52,54,63,5,56,90,92,43,48,-29,89,4,52
63,52,54,63,5,56,90,92,43,48,-29,89,4,52
54,30,40,42,2,35,72,77,35,43,-37,70,-4,33
34,8,48,14,0,10,49,62,41,28,-45,51,-6,25
34,-2,56,19,5,7,34,64,59,24,-44,64,-5,35
42,3,46,31,18,17,22,67,60,33,-48,64,-10,32
36,-5,44,25,27,22,23,50,48,28,-63,35,-17,24
29,-26,60,31,30,35,45,41,52,25,-56,24,-12,31
30,-9,57,51,28,52,61,63,53,42,-26,45,-2,36
30,-9,57,51,28,52,61,63,53,42,-26,45,-2,36
29,8,39,68,20,70,65,88,43,49,0,66,-5,26
35,5,40,74,18,77,65,79,38,47,-4,63,-7,26
55,11,57,72,20,69,51,62,39,55,-20,59,1,43
59,5,66,65,13,59,37,63,38,54,-27,62,5,50
34,-12,57,44,0,46,26,59,30,34,-39,51,2,26
34,-12,57,44,0,46,26,59,30,34,-39,51,2,26
17,-33,56,30,-6,36,10,53,25,19,-44,45,1,8
39,-25,65,46,3,47,13,60,27,27,-36,57,7,31
66,2,65,62,23,61,43,62,43,55,-29,61,7,55
61,-6,65,66,50,64,73,58,61,67,-22,53,-3,54
49,-9,69,75,61,76,79,72,62,70,-9,64,-1,49
55,-5,67,79,64,90,69,91,67,76,2,76,5,56
55,-5,67,79,64,90,69,91,67,76,2,76,5,56
65,-7,73,79,80,82,59,95,86,74,13,82,3,63
67,-4,78,85,89,76,58,92,90,66,17,82,13,57
65,-13,71,78,73,74,61,89,67,62,7,73,18,47
60,-18,77,72,58,61,65,86,59,65,3,72,10,41
60,-20,85,82,48,66,57,87,60,63,13,81,17,40
62,-27,74,75,32,68,23,87,36,52,11,73,28,36
62,-27,74,75,32,68,23,87,36,52,11,73,28,36
48,-29,66,48,14,38,-10,82,12,33,-2,55,27,20
30,-42,73,40,6,21,-3,84,19,25,-1,56,27,6
26,-41,62,39,13,30,17,87,26,34,3,64,27,12
30,-34,41,35,43,28,34,75,31,32,-7,58,20,28
36,-42,35,30,65,15,54,58,48,19,-25,42,18,30
36,-42,35,30,65,15,54,58,48,19,-25,42,18,30
42,-38,41,23,64,16,64,54,60,20,-28,35,23,25
43,-34,57,36,67,34,69,62,55,29,-9,51,24,31
32,-28,61,53,64,51,59,61,44,32,1,63,20,28
25,-24,56,50,50,58,35,54,37,35,-9,52,20,25
45,-24,57,48,52,59,23,53,35,40,-11,36,28,34
53,-19,58,54,54,59,27,54,29,44,-9,31,34,36
53,-19,58,54,54,59,27,54,29,44,-9,31,34,36
34,-28,59,61,34,62,42,58,25,38,-1,47,31,29
38,-23,60,63,23,66,64,64,26,43,21,66,32,27
62,-7,62,59,31,67,62,64,29,56,22,57,35,35
63,-11,63,54,39,63,36,57,40,59,1,44,32,46
52,-6,60,56,42,59,23,56,49,66,0,51,34,53
64,3,60,67,43,65,28,63,42,76,25,66,41,64
64,2,58,71,37,60,29,64,32,68,33,68,41,64
64,2,58,71,37,60,29,64,32,68,33,68,41,64
33,-23,43,52,29,29,25,54,23,42,8,45,32,38
12,-62,24,24,21,-1,31,34,18,21,-24,12,12,17
23,-46,22,23,17,0,42,23,24,26,-23,7,-1,23
37,-25,31,35,30,6,34,31,35,41,-2,24,13,33
29,-42,46,31,48,-3,22,47,45,35,4,30,25,28
29,-42,46,31,48,-3,22,47,45,35,4,30,25,28
26,-39,57,39,57,8,45,59,58,27,13,35,33,26
45,-25,62,62,60,29,68,66,64,40,32,54,48,38
62,-11,59,64,64,24,64,66,60,48,32,62,55,54
62,-2,45,61,67,12,65,69,57,48,32,62,46,66
52,-5,39,64,56,4,58,70,50,52,38,64,48,54
49,-9,49,52,44,-7,25,62,42,50,18,58,61,32
49,-9,49,52,44,-7,25,62,42,50,18,58,61,32
55,-8,49,53,57,-4,7,60,57,51,8,51,56,44
64,8,29,64,73,4,9,66,78,68,24,45,41,69
61,-7,23,47,72,-6,2,57,73,65,19,34,41,66
45,-36,31,39,67,-8,8,40,62,45,2,28,49,56
28,-30,30,54,63,2,24,32,57,42,1,30,51,47
34,-28,28,54,62,-5,34,31,50,42,6,29,50,37
34,-28,28,54,62,-5,34,31,50,42,6,29,50,37
47,-26,27,40,56,-21,48,43,46,34,16,36,58,36
39,-29,28,29,40,-29,58,56,43,23,26,46,63,39
27,-38,30,29,31,-29,57,56,30,19,25,39,55,30
32,-24,35,38,34,-23,66,52,25,25,21,34,63,27
38,-24,36,32,33,-32,82,53,32,25,19,39,81,36
38,-24,36,32,33,-32,82,53,32,25,19,39,81,36
29,-30,32,13,30,-54,67,47,28,25,10,37,82,38
32,-21,32,21,35,-54,27,39,29,38,2,33,77,36
43,-17,36,35,39,-34,1,38,34,47,11,32,75,39
29,-14,23,25,31,-34,-4,35,20,34,13,36,65,28
18,-20,13,24,30,-52,2,46,6,19,10,51,61,11
25,-24,19,32,38,-60,11,59,9,23,15,51,72,10
25,-24,19,32,38,-60,11,59,9,23,15,51,72,10
34,-14,11,29,52,-47,20,55,19,42,22,33,72,26
46,2,3,34,79,-26,40,57,35,55,28,29,63,47
45,10,6,45,86,-23,59,57,42,50,31,30,63,45
21,-23,6,35,65,-33,60,40,25,23,34,27,61,16
14,-43,8,17,57,-37,42,29,13,5,28,32,67,7
31,-24,-2,15,66,-36,12,30,15,20,23,26,70,32
31,-24,-2,15,66,-36,12,30,15,20,23,26,70,32
37,-19,-17,30,68,-28,-6,31,12,35,30,21,55,42
29,-29,-21,25,58,-38,-6,30,-3,19,31,26,47,22
15,-56,-21,-8,45,-74,-3,24,-16,-7,18,13,54,7
6,-64,-20,-21,32,-85,4,15,-22,-10,4,4,59,2
2,-47,-6,-9,27,-71,20,13,-29,-7,-2,13,68,-2
2,-47,-6,-9,27,-71,20,13,-29,-7,-2,13,68,-2
-2,-52,4,5,27,-64,16,17,-31,-11,7,18,78,-4
10,-36,-5,17,41,-48,-13,29,-19,10,33,22,76,11
28,-13,-3,33,53,-22,-27,42,-10,34,53,33,63,28
16,-24,-1,36,39,-27,-30,43,-23,22,51,35,60,16
-4,-35,-11,17,25,-54,-40,38,-43,3,41,32,81,-2
8,-36,-11,-2,28,-64,-48,36,-42,-1,36,33,86,-2
8,-36,-11,-2,28,-64,-48,36,-42,-1,36,33,86,-2
27,-16,-7,3,37,-55,-32,29,-26,7,35,27,69,11
33,0,-3,28,54,-35,-5,36,-7,17,46,29,79,29
31,-12,0,36,65,-29,-12,56,-3,21,61,37,88,34
22,-29,-5,16,44,-43,-56,53,-21,16,48,36,70,17
26,-23,-4,14,36,-44,-73,30,-21,17,28,29,69,20
51,13,9,35,58,-34,-53,31,-1,41,38,28,95,45
51,13,9,35,58,-34,-53,31,-1,41,38,28,95,45
58,22,14,49,60,-25,-37,52,0,51,61,41,97,43
41,8,2,53,53,-9,-21,58,-11,35,69,53,84,32
32,17,-4,58,62,3,-1,63,-11,36,71,65,90,38
47,12,0,56,71,3,4,64,6,46,76,58,92,48
61,9,3,51,75,6,-3,38,24,41,63,33,83,52
61,9,3,51,75,6,-3,38,24,41,63,33,83,52
61,20,4,46,77,6,-18,22,23,38,41,21,79,53
57,14,11,40,75,2,-25,39,14,44,44,31,83,52
56,17,16,39,73,8,-13,58,19,39,56,41,90,52
64,25,16,54,82,16,3,64,30,34,68,54,88,64
70,22,22,55,84,13,18,64,28,41,70,65,77,64
